YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-06-23,16:00,50.7,253.2,837,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,172,25,0,28,172,25,598,10,777,16,106,10,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.375,51,0.12,0
2010-06-23,17:00,59.0,266.7,681,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,133,25,0,28,133,25,461,10,718,16,91,10,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.376,51,0.12,0
2010-06-23,18:00,67.4,278.9,508,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,25,0,28,90,25,314,10,627,16,73,10,-9900,99,-9900,99,-9900,99,2.4,3,0.141,1,0.116,1,0.377,51,0.12,0
2010-06-23,19:00,75.5,290.6,330,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,50,25,0,28,50,25,174,10,480,16,54,10,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.378,51,0.12,0
2010-06-23,20:00,83.0,302.3,160,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,25,25,0,28,25,25,63,10,247,16,34,10,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.378,51,0.12,0
2010-06-23,21:00,88.3,312.1,24,826,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,25,0,28,3,25,5,10,28,16,4,10,-9900,99,-9900,99,-9900,99,2.5,3,0.141,1,0.116,1,0.379,51,0.12,0
2010-06-23,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.380,51,0.12,0
2010-06-23,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,51,0.141,1,0.116,1,0.381,51,0.12,0
2010-06-23,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,3,0.141,1,0.116,1,0.382,51,0.12,0
2010-06-24,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.141,1,0.116,1,0.383,2,0.12,0
2010-06-24,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.141,1,0.116,1,0.382,51,0.12,0
2010-06-24,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,3,0.141,1,0.116,1,0.382,51,0.12,0
2010-06-24,4:00,87.8,49.1,41,1047,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,25,0,28,4,25,8,10,6,16,7,10,-9900,99,-9900,99,-9900,99,2.4,51,0.141,1,0.232,1,0.381,51,0.12,0
2010-06-24,5:00,81.8,59.8,189,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,25,25,0,28,25,25,67,10,135,16,48,10,-9900,99,-9900,99,-9900,99,2.3,51,0.141,1,0.232,1,0.380,51,0.12,0
2010-06-24,6:00,74.2,71.5,361,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,42,25,0,28,42,25,173,10,336,16,81,10,-9900,99,-9900,99,-9900,99,2.3,3,0.141,1,0.232,1,0.379,51,0.12,0
2010-06-24,7:00,65.9,83.2,539,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,63,25,0,28,63,25,312,10,488,16,113,10,-9900,99,-9900,99,-9900,99,2.3,51,0.141,1,0.232,1,0.379,51,0.12,0
2010-06-24,8:00,57.5,95.6,710,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,110,25,0,28,110,25,459,10,591,16,142,10,-9900,99,-9900,99,-9900,99,2.2,51,0.141,1,0.232,1,0.378,51,0.12,0
2010-06-24,9:00,49.3,109.4,862,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,171,25,0,28,171,25,596,10,660,16,166,10,-9900,99,-9900,99,-9900,99,2.2,3,0.141,1,0.232,1,0.377,51,0.12,0
2010-06-24,10:00,41.8,125.6,985,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,170,25,0,28,170,25,709,10,705,16,183,10,-9900,99,-9900,99,-9900,99,2.2,51,0.141,1,0.232,1,0.377,51,0.12,0
2010-06-24,11:00,35.9,145.6,1071,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,225,25,0,28,225,25,787,10,732,16,194,10,-9900,99,-9900,99,-9900,99,2.1,51,0.141,1,0.232,1,0.376,51,0.12,0
2010-06-24,12:00,32.7,169.4,1113,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,197,25,0,28,197,25,827,10,744,16,200,10,-9900,99,-9900,99,-9900,99,2.1,3,0.141,1,0.232,1,0.375,51,0.12,0
2010-06-24,13:00,33.0,194.9,1109,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,235,25,0,28,235,25,824,10,744,16,199,10,-9900,99,-9900,99,-9900,99,2.0,51,0.141,1,0.232,1,0.374,51,0.12,0
2010-06-24,14:00,36.7,218.1,1059,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,222,25,0,28,222,25,779,10,731,16,193,10,-9900,99,-9900,99,-9900,99,1.9,51,0.141,1,0.232,1,0.374,51,0.12,0
2010-06-24,15:00,43.0,237.4,966,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,198,25,0,28,198,25,694,10,703,16,181,10,-9900,99,-9900,99,-9900,99,1.9,3,0.141,1,0.232,1,0.373,51,0.12,0
2010-06-24,16:00,50.7,253.2,837,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,164,25,0,28,164,25,577,10,655,16,162,10,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.372,51,0.12,0
2010-06-24,17:00,59.0,266.6,681,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,124,25,0,28,124,25,437,10,581,16,138,10,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.372,51,0.12,0
2010-06-24,18:00,67.4,278.9,508,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,69,25,0,28,69,25,288,10,470,16,108,10,-9900,99,-9900,99,-9900,99,1.8,3,0.141,1,0.232,1,0.371,51,0.12,0
2010-06-24,19:00,75.5,290.5,330,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,55,25,0,28,55,25,152,10,308,16,76,10,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.370,51,0.12,0
2010-06-24,20:00,83.0,302.3,160,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,30,25,0,28,30,25,54,10,102,16,41,10,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.370,51,0.12,0
2010-06-24,21:00,88.3,312.0,24,826,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,25,0,28,3,25,4,10,2,16,4,10,-9900,99,-9900,99,-9900,99,1.8,3,0.141,1,0.232,1,0.369,51,0.12,0
2010-06-24,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.368,51,0.12,0
2010-06-24,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.141,1,0.232,1,0.367,51,0.12,0
2010-06-24,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.141,1,0.232,1,0.367,51,0.12,0
2010-06-25,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.232,1,0.366,2,0.12,0
2010-06-25,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.232,1,0.367,51,0.12,0
2010-06-25,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.140,1,0.232,1,0.367,51,0.12,0
2010-06-25,4:00,87.8,49.0,40,1047,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,7,25,0,28,7,25,7,10,4,16,7,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.368,51,0.12,0
2010-06-25,5:00,81.8,59.8,188,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,50,25,15,28,48,25,65,10,117,16,49,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.369,51,0.12,0
2010-06-25,6:00,74.2,71.4,360,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,147,25,74,28,127,25,170,10,314,16,84,10,-9900,99,-9900,99,-9900,99,1.7,3,0.140,1,0.254,1,0.369,51,0.12,0
2010-06-25,7:00,66.0,83.2,538,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,229,25,166,28,162,25,309,10,467,16,119,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.370,51,0.12,0
2010-06-25,8:00,57.6,95.5,709,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,202,25,78,28,160,25,457,10,573,16,150,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.371,51,0.12,0
2010-06-25,9:00,49.3,109.3,861,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,415,25,119,28,337,25,595,10,644,16,176,10,-9900,99,-9900,99,-9900,99,1.7,3,0.140,1,0.254,1,0.371,51,0.12,0
2010-06-25,10:00,41.8,125.6,984,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,356,25,84,28,293,25,709,10,691,16,194,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.372,51,0.12,0
2010-06-25,11:00,35.9,145.5,1070,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,401,25,100,28,320,25,788,10,718,16,206,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.373,51,0.12,0
2010-06-25,12:00,32.7,169.4,1113,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,514,25,183,28,360,25,827,10,731,16,212,10,-9900,99,-9900,99,-9900,99,1.7,3,0.140,1,0.254,1,0.373,51,0.12,0
2010-06-25,13:00,33.0,194.8,1109,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,227,25,23,28,208,25,824,10,730,16,212,10,-9900,99,-9900,99,-9900,99,1.6,51,0.140,1,0.254,1,0.374,51,0.12,0
2010-06-25,14:00,36.8,218.1,1059,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,539,25,185,28,392,25,778,10,716,16,205,10,-9900,99,-9900,99,-9900,99,1.6,51,0.140,1,0.254,1,0.375,51,0.12,0
2010-06-25,15:00,43.0,237.3,966,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,231,25,3,28,228,25,693,10,686,16,192,10,-9900,99,-9900,99,-9900,99,1.6,3,0.140,1,0.254,1,0.375,51,0.12,0
2010-06-25,16:00,50.7,253.1,837,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,319,25,96,28,258,25,574,10,636,16,172,10,-9900,99,-9900,99,-9900,99,1.6,51,0.140,1,0.254,1,0.376,51,0.12,0
2010-06-25,17:00,59.0,266.6,681,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,310,25,69,28,274,25,433,10,559,16,145,10,-9900,99,-9900,99,-9900,99,1.6,51,0.140,1,0.254,1,0.377,51,0.12,0
2010-06-25,18:00,67.4,278.8,508,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,25,68,28,109,25,284,10,446,16,113,10,-9900,99,-9900,99,-9900,99,1.6,3,0.140,1,0.254,1,0.377,51,0.12,0
2010-06-25,19:00,75.5,290.5,330,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,98,25,42,28,87,25,149,10,283,16,78,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.378,51,0.12,0
2010-06-25,20:00,83.0,302.2,160,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,47,25,13,28,46,25,52,10,86,16,42,10,-9900,99,-9900,99,-9900,99,1.7,51,0.140,1,0.254,1,0.379,51,0.12,0
2010-06-25,21:00,88.3,312.0,24,826,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,25,0,28,4,25,4,10,2,16,4,10,-9900,99,-9900,99,-9900,99,1.7,3,0.140,1,0.254,1,0.379,51,0.12,0
2010-06-25,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.140,1,0.254,1,0.380,51,0.12,0
2010-06-25,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.140,1,0.254,1,0.381,51,0.12,0
2010-06-25,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.140,1,0.254,1,0.381,51,0.12,0
2010-06-26,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.254,1,0.382,2,0.12,0
2010-06-26,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.254,1,0.382,51,0.12,0
2010-06-26,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.139,1,0.254,1,0.382,51,0.12,0
2010-06-26,4:00,87.8,49.1,39,1024,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,5,25,0,28,5,25,10,10,73,16,7,10,-9900,99,-9900,99,-9900,99,1.8,51,0.139,1,0.092,1,0.383,51,0.12,0
2010-06-26,5:00,81.9,59.7,186,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,26,25,0,28,26,25,83,10,347,16,34,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.383,51,0.12,0
2010-06-26,6:00,74.3,71.4,358,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,59,25,0,28,59,25,203,10,562,16,50,10,-9900,99,-9900,99,-9900,99,1.9,3,0.139,1,0.092,1,0.383,51,0.12,0
2010-06-26,7:00,66.0,83.2,536,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,101,25,0,28,101,25,347,10,691,16,67,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.383,51,0.12,0
2010-06-26,8:00,57.6,95.5,707,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,143,25,0,28,143,25,495,10,771,16,82,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.383,51,0.12,0
2010-06-26,9:00,49.4,109.3,860,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,160,25,4,28,157,25,629,10,822,16,94,10,-9900,99,-9900,99,-9900,99,1.9,3,0.139,1,0.092,1,0.384,51,0.12,0
2010-06-26,10:00,41.9,125.6,983,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,199,25,4,28,196,25,739,10,854,16,104,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.384,51,0.12,0
2010-06-26,11:00,36.0,145.5,1069,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,479,25,34,28,452,25,816,10,873,16,110,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.384,51,0.12,0
2010-06-26,12:00,32.7,169.3,1112,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,364,25,48,28,323,25,854,10,881,16,112,10,-9900,99,-9900,99,-9900,99,1.9,3,0.139,1,0.092,1,0.384,51,0.12,0
2010-06-26,13:00,33.0,194.7,1108,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,202,25,0,28,202,25,851,10,881,16,112,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.384,51,0.12,0
2010-06-26,14:00,36.8,218.0,1058,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,192,25,0,28,192,25,807,10,871,16,109,10,-9900,99,-9900,99,-9900,99,1.9,51,0.139,1,0.092,1,0.385,51,0.12,0
2010-06-26,15:00,43.0,237.2,966,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,173,25,0,28,173,25,724,10,851,16,102,10,-9900,99,-9900,99,-9900,99,1.9,3,0.139,1,0.092,1,0.385,51,0.12,0
2010-06-26,16:00,50.7,253.0,837,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,175,25,0,28,175,25,610,10,816,16,93,10,-9900,99,-9900,99,-9900,99,1.8,51,0.139,1,0.092,1,0.385,51,0.12,0
2010-06-26,17:00,59.0,266.5,681,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,25,0,28,136,25,472,10,762,16,80,10,-9900,99,-9900,99,-9900,99,1.8,51,0.139,1,0.092,1,0.385,51,0.12,0
2010-06-26,18:00,67.4,278.7,508,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,190,25,113,28,146,25,324,10,676,16,64,10,-9900,99,-9900,99,-9900,99,1.8,3,0.139,1,0.092,1,0.385,51,0.12,0
2010-06-26,19:00,75.5,290.4,330,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,167,25,253,28,104,25,182,10,536,16,48,10,-9900,99,-9900,99,-9900,99,1.7,51,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-26,20:00,83.0,302.1,160,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,25,0,28,23,25,67,10,303,16,31,10,-9900,99,-9900,99,-9900,99,1.6,51,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-26,21:00,88.3,311.8,24,804,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,5,25,35,28,4,25,5,10,48,16,4,10,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-26,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-26,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-26,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.139,1,0.092,1,0.386,51,0.12,0
2010-06-27,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.139,1,0.092,1,0.387,51,0.12,0
2010-06-27,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.139,1,0.092,1,0.387,51,0.12,0
2010-06-27,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.139,1,0.092,1,0.387,51,0.12,0
2010-06-27,4:00,87.9,49.1,38,1024,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,10,25,78,28,8,25,11,10,106,16,7,10,-9900,99,-9900,99,-9900,99,1.3,51,0.139,1,0.072,1,0.387,51,0.12,0
2010-06-27,5:00,81.9,59.7,185,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,77,25,251,28,42,25,86,10,401,16,30,10,-9900,99,-9900,99,-9900,99,1.3,51,0.139,1,0.072,1,0.387,51,0.12,0
2010-06-27,6:00,74.3,71.4,357,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,195,25,441,28,76,25,209,10,611,16,44,10,-9900,99,-9900,99,-9900,99,1.4,3,0.139,1,0.072,1,0.388,51,0.12,0
2010-06-27,7:00,66.1,83.1,535,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,292,25,440,28,114,25,355,10,734,16,58,10,-9900,99,-9900,99,-9900,99,1.4,51,0.139,1,0.072,1,0.388,51,0.12,0
2010-06-27,8:00,57.7,95.5,706,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,315,25,25,28,302,25,504,10,808,16,72,10,-9900,99,-9900,99,-9900,99,1.4,51,0.139,1,0.072,1,0.388,51,0.12,0
2010-06-27,9:00,49.4,109.3,859,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,560,25,617,28,160,25,638,10,855,16,83,10,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.072,1,0.388,51,0.12,0
2010-06-27,10:00,41.9,125.5,982,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,640,25,643,28,161,25,749,10,885,16,91,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.388,51,0.12,0
2010-06-27,11:00,36.0,145.4,1069,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,647,25,487,28,253,25,826,10,902,16,96,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.389,51,0.12,0
2010-06-27,12:00,32.8,169.2,1111,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,479,25,356,28,180,25,863,10,910,16,98,10,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.072,1,0.389,51,0.12,0
2010-06-27,13:00,33.1,194.6,1108,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,469,25,191,28,309,25,861,10,910,16,98,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.389,51,0.12,0
2010-06-27,14:00,36.8,217.9,1058,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,484,25,121,28,386,25,817,10,901,16,95,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.389,51,0.12,0
2010-06-27,15:00,43.0,237.1,966,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,540,25,107,28,461,25,735,10,883,16,90,10,-9900,99,-9900,99,-9900,99,1.4,3,0.139,1,0.072,1,0.389,51,0.12,0
2010-06-27,16:00,50.7,252.9,837,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,324,25,95,28,264,25,619,10,850,16,81,10,-9900,99,-9900,99,-9900,99,1.4,51,0.139,1,0.072,1,0.390,51,0.12,0
2010-06-27,17:00,59.0,266.4,681,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,334,25,226,28,218,25,481,10,798,16,70,10,-9900,99,-9900,99,-9900,99,1.4,51,0.139,1,0.072,1,0.390,51,0.12,0
2010-06-27,18:00,67.4,278.7,508,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,180,25,149,28,123,25,332,10,717,16,56,10,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.072,1,0.390,51,0.12,0
2010-06-27,19:00,75.5,290.4,330,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,125,25,135,28,91,25,188,10,584,16,42,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.390,51,0.12,0
2010-06-27,20:00,83.1,302.1,160,1322,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,66,25,158,28,47,25,71,10,356,16,28,10,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.390,51,0.12,0
2010-06-27,21:00,88.3,311.7,24,804,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,6,25,48,28,4,25,6,10,72,16,4,10,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.072,1,0.391,51,0.12,0
2010-06-27,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.391,51,0.12,0
2010-06-27,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.139,1,0.072,1,0.391,51,0.12,0
2010-06-27,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.139,1,0.072,1,0.391,51,0.12,0
2010-06-28,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.138,1,0.072,1,0.391,51,0.12,0
